Orthogroup	Mycobacterium_tuberculosis	Pseudomonas_aeruginosa
OG0000161	g1709.t1, g1754.t1, g3309.t1, g3310.t1, g60.t1	
OG0000162	g2236.t1, g302.t1, g434.t1, g66.t1	g5126.t1
OG0000163	g134.t1, g241.t1, g3253.t1	g3750.t1, g3792.t1
OG0000164	g165.t1, g2157.t1, g843.t1, g845.t1, g846.t1	
OG0000165	g171.t1, g1942.t1, g3446.t1, g585.t1	g4539.t1
OG0000166	g1352.t1, g176.t1, g178.t1, g1947.t1, g200.t1	
OG0000167	g1351.t1, g179.t1, g1948.t1, g2359.t1, g3440.t1	
OG0000168	g1514.t1, g225.t1, g2586.t1, g2901.t1, g830.t1	
OG0000169	g296.t1, g3027.t1	g2373.t1, g31.t1, g937.t1
OG0000170	g305.t1, g3221.t1	g1291.t1, g3271.t1, g5290.t1
OG0000171	g321.t1	g2056.t1, g3220.t1, g3611.t1, g3630.t1
OG0000172	g406.t1	g1360.t1, g3932.t1, g4277.t1, g5178.t1
OG0000173	g1248.t1, g571.t1	g2628.t1, g3394.t1, g4299.t1
OG0000174	g2459.t1, g2494.t1, g2566.t1, g3280.t1, g611.t1	
OG0000175	g1230.t1, g2458.t1, g2565.t1, g2820.t1, g654.t1	
OG0000176	g2757.t1, g2759.t1, g3078.t1, g3079.t1, g736.t1	
OG0000177	g765.t1	g234.t1, g2670.t1, g3586.t1, g3587.t1
OG0000178	g3376.t1, g809.t1	g1976.t1, g4767.t1, g4886.t1
OG0000179	g1864.t1, g2358.t1, g2419.t1, g856.t1, g997.t1	
OG0000180	g2089.t1, g3156.t1, g3157.t1, g936.t1	g5398.t1
OG0000181	g1026.t1, g1186.t1, g1772.t1, g1773.t1, g2316.t1	
OG0000182	g1059.t1, g1473.t1, g2221.t1, g3467.t1, g3505.t1	
OG0000183	g1151.t1, g1152.t1, g1719.t1	g3947.t1, g3948.t1
OG0000184	g1166.t1	g2336.t1, g2758.t1, g3693.t1, g4903.t1
OG0000185	g1183.t1, g1419.t1, g1443.t1, g2338.t1	g1946.t1
OG0000186	g1191.t1	g1177.t1, g2846.t1, g5306.t1, g5492.t1
OG0000187	g1249.t1, g1548.t1, g1851.t1, g3130.t1, g3497.t1	
OG0000188	g1267.t1	g2160.t1, g3782.t1, g4179.t1, g5474.t1
OG0000189	g1311.t1	g3595.t1, g5207.t1, g718.t1, g894.t1
OG0000190	g1444.t1	g23.t1, g2528.t1, g2722.t1, g3639.t1
OG0000191	g1479.t1	g2478.t1, g458.t1, g4668.t1, g5035.t1
OG0000192	g1656.t1	g2257.t1, g2301.t1, g4207.t1, g4743.t1
OG0000193	g1739.t1, g1960.t1, g2270.t1, g3403.t1, g3404.t1	
OG0000194	g2002.t1, g3083.t1	g2012.t1, g3953.t1, g610.t1
OG0000195	g2174.t1	g1229.t1, g2119.t1, g3529.t1, g54.t1
OG0000196	g2302.t1, g2426.t1	g1227.t1, g1299.t1, g1334.t1
OG0000197	g2376.t1	g1882.t1, g254.t1, g3296.t1, g4542.t1
OG0000198	g2627.t1	g1914.t1, g3434.t1, g4104.t1, g490.t1
OG0000199	g2879.t1	g2341.t1, g2450.t1, g2464.t1, g4311.t1
OG0000200	g3030.t1	g1782.t1, g1783.t1, g3488.t1, g3998.t1
OG0000201	g3046.t1	g121.t1, g1390.t1, g1627.t1, g2756.t1
OG0000202	g3231.t1	g3664.t1, g3804.t1, g452.t1, g896.t1
OG0000203	g3418.t1, g3484.t1	g1232.t1, g2044.t1, g3865.t1
OG0000204	g3457.t1	g1433.t1, g3576.t1, g4995.t1, g5071.t1
OG0000205	g3476.t1	g1803.t1, g3570.t1, g4801.t1, g4998.t1
OG0000206	g3525.t1	g1982.t1, g2298.t1, g2359.t1, g3634.t1
OG0000207		g2500.t1, g41.t1, g4625.t1, g4711.t1, g699.t1
OG0000208		g1523.t1, g169.t1, g2996.t1, g357.t1, g4736.t1
OG0000209		g1473.t1, g181.t1, g1848.t1, g3776.t1, g420.t1
OG0000210		g209.t1, g306.t1, g329.t1, g3680.t1, g615.t1
OG0000211		g1444.t1, g2310.t1, g253.t1, g373.t1, g4957.t1
OG0000212		g1152.t1, g360.t1, g4253.t1, g4418.t1, g5346.t1
OG0000213		g1435.t1, g2107.t1, g449.t1, g483.t1, g5195.t1
OG0000214		g1032.t1, g4049.t1, g481.t1, g4924.t1, g5302.t1
OG0000215		g1378.t1, g2617.t1, g3285.t1, g3543.t1, g492.t1
OG0000216		g1570.t1, g1574.t1, g1884.t1, g4215.t1, g531.t1
OG0000217		g2715.t1, g3159.t1, g3160.t1, g683.t1, g686.t1
OG0000218		g1194.t1, g2516.t1, g2698.t1, g4867.t1, g767.t1
OG0000219		g2030.t1, g2594.t1, g3640.t1, g4824.t1, g901.t1
OG0000220		g1189.t1, g1802.t1, g3605.t1, g4904.t1, g4905.t1
OG0000221		g1282.t1, g1504.t1, g1505.t1, g2237.t1, g5243.t1
OG0000222		g1929.t1, g1930.t1, g3398.t1, g4292.t1, g4293.t1
OG0000223		g1948.t1, g2357.t1, g2816.t1, g3493.t1, g5416.t1
OG0000224		g2206.t1, g2794.t1, g2801.t1, g3470.t1, g3805.t1
OG0000225		g4581.t1, g4582.t1, g4585.t1, g4587.t1, g5419.t1
OG0000226	g1703.t1, g544.t1, g63.t1, g948.t1	
OG0000227	g167.t1, g3039.t1, g98.t1	g4280.t1
OG0000228	g2347.t1, g2348.t1, g2553.t1, g99.t1	
OG0000229	g169.t1, g1940.t1, g3448.t1, g583.t1	
OG0000230	g170.t1, g1941.t1, g3447.t1, g584.t1	
OG0000231	g172.t1, g1943.t1, g3445.t1, g586.t1	
OG0000232	g173.t1, g1944.t1, g3444.t1, g587.t1	
OG0000233	g174.t1, g1945.t1, g3443.t1, g588.t1	
OG0000234	g175.t1, g1946.t1, g3442.t1, g589.t1	
OG0000235	g1747.t1, g191.t1, g954.t1	g1316.t1
OG0000236	g2159.t1, g226.t1	g3119.t1, g5099.t1
OG0000237	g265.t1	g2145.t1, g4594.t1, g503.t1
OG0000238	g1235.t1, g270.t1, g2815.t1, g3314.t1	
OG0000239	g273.t1, g3011.t1, g3512.t1, g3523.t1	
OG0000240	g1779.t1, g2738.t1, g282.t1, g526.t1	
OG0000241	g1763.t1, g1764.t1, g284.t1, g3399.t1	
OG0000242	g1777.t1, g291.t1, g3401.t1	g3606.t1
OG0000243	g301.t1	g1308.t1, g2054.t1, g3646.t1
OG0000244	g316.t1	g2392.t1, g3050.t1, g352.t1
OG0000245	g369.t1, g373.t1	g1538.t1, g4705.t1
OG0000246	g371.t1	g1622.t1, g1910.t1, g2418.t1
OG0000247	g398.t1, g446.t1, g502.t1, g667.t1	
OG0000248	g422.t1	g2583.t1, g4254.t1, g5434.t1
OG0000249	g433.t1, g981.t1	g3088.t1, g3991.t1
OG0000250	g1796.t1, g2861.t1, g447.t1, g647.t1	
OG0000251	g1895.t1, g1896.t1, g462.t1	g2675.t1
OG0000252	g1201.t1, g2981.t1, g481.t1	g1401.t1
OG0000253	g501.t1	g1160.t1, g3318.t1, g340.t1
OG0000254	g1354.t1, g1884.t1, g512.t1, g930.t1	
OG0000255	g548.t1	g2258.t1, g2546.t1, g4119.t1
OG0000256	g1320.t1, g569.t1	g4460.t1, g5013.t1
OG0000257	g590.t1, g612.t1, g621.t1, g656.t1	
OG0000258	g1983.t1, g3131.t1, g3252.t1, g591.t1	
OG0000259	g1723.t1, g2713.t1, g602.t1, g617.t1	
OG0000260	g1957.t1, g2712.t1, g603.t1, g618.t1	
OG0000261	g1921.t1, g608.t1	g1048.t1, g1053.t1
OG0000262	g3258.t1, g655.t1, g699.t1	g186.t1
OG0000263	g3069.t1, g3241.t1, g805.t1	g5050.t1
OG0000264	g813.t1	g2854.t1, g3190.t1, g4946.t1
OG0000265	g905.t1	g4010.t1, g5393.t1, g5477.t1
OG0000266	g2132.t1, g3029.t1, g940.t1	g1201.t1
OG0000267	g2466.t1, g960.t1	g2045.t1, g2949.t1
OG0000268	g996.t1	g2924.t1, g3018.t1, g3635.t1
OG0000269	g1025.t1, g1187.t1, g1774.t1, g2315.t1	
OG0000270	g1063.t1	g1076.t1, g406.t1, g945.t1
OG0000271	g1066.t1	g2917.t1, g4846.t1, g5376.t1
OG0000272	g1102.t1	g3455.t1, g3638.t1, g717.t1
OG0000273	g1132.t1, g1507.t1	g786.t1, g810.t1
OG0000274	g1164.t1	g4907.t1, g5081.t1, g5500.t1
OG0000275	g1226.t1, g2783.t1	g2380.t1, g3250.t1
OG0000276	g1246.t1	g2744.t1, g3535.t1, g4709.t1
OG0000277	g1258.t1, g1358.t1, g1401.t1, g2895.t1	
OG0000278	g1271.t1	g1835.t1, g2093.t1, g4588.t1
OG0000279	g1281.t1	g4604.t1, g4933.t1, g5379.t1
OG0000280	g1349.t1, g3044.t1, g3144.t1, g3470.t1	
OG0000281	g1425.t1	g3061.t1, g3257.t1, g559.t1
OG0000282	g1441.t1	g118.t1, g1339.t1, g5460.t1
OG0000283	g1527.t1, g3006.t1, g3349.t1	g936.t1
OG0000284	g1584.t1	g2569.t1, g3227.t1, g4532.t1
OG0000285	g1586.t1, g2568.t1	g3213.t1, g5239.t1
OG0000286	g1593.t1	g1012.t1, g1781.t1, g619.t1
OG0000287	g1639.t1, g2701.t1	g5304.t1, g5425.t1
OG0000288	g1733.t1	g4272.t1, g5321.t1, g5323.t1
OG0000289	g1876.t1	g2155.t1, g2198.t1, g2230.t1
OG0000290	g1953.t1, g2988.t1, g3300.t1	g566.t1
OG0000291	g2016.t1, g2288.t1, g2782.t1	g2378.t1
OG0000292	g2029.t1, g2718.t1	g1181.t1, g1617.t1
OG0000293	g2110.t1	g3110.t1, g3560.t1, g446.t1
OG0000294	g2150.t1	g1931.t1, g2901.t1, g4294.t1
OG0000295	g2217.t1	g1898.t1, g3025.t1, g3400.t1
OG0000296	g2257.t1	g2172.t1, g3732.t1, g3963.t1
OG0000297	g2285.t1	g2567.t1, g4557.t1, g4559.t1
OG0000298	g2351.t1	g1235.t1, g4307.t1, g4308.t1
OG0000299	g2380.t1, g2530.t1	g1753.t1, g5021.t1
OG0000300	g2397.t1	g143.t1, g3600.t1, g860.t1
OG0000301	g2461.t1	g2287.t1, g3484.t1, g4233.t1
OG0000302	g2462.t1	g2286.t1, g3485.t1, g4232.t1
OG0000303	g2564.t1	g1710.t1, g2900.t1, g4865.t1
OG0000304	g2571.t1	g1063.t1, g1935.t1, g4298.t1
OG0000305	g2628.t1	g2393.t1, g4523.t1, g4624.t1
OG0000306	g2680.t1	g1202.t1, g2947.t1, g4520.t1
OG0000307	g2727.t1	g3568.t1, g4999.t1, g553.t1
OG0000308	g2795.t1	g1801.t1, g2652.t1, g517.t1
OG0000309	g2860.t1, g3289.t1	g4077.t1, g883.t1
OG0000310	g2941.t1	g1818.t1, g3195.t1, g4814.t1
OG0000311	g2942.t1	g2041.t1, g2508.t1, g322.t1
OG0000312	g2954.t1	g2922.t1, g3346.t1, g4184.t1
OG0000313	g2999.t1	g1554.t1, g2132.t1, g5495.t1
OG0000314	g3054.t1	g1402.t1, g2436.t1, g380.t1
OG0000315	g3117.t1	g2933.t1, g4404.t1, g527.t1
OG0000316	g3172.t1	g1477.t1, g3307.t1, g5123.t1
OG0000317	g3264.t1	g2980.t1, g4426.t1, g450.t1
OG0000318	g3293.t1	g2049.t1, g3388.t1, g3761.t1
OG0000319	g3331.t1, g3356.t1	g2101.t1, g570.t1
OG0000320	g3507.t1, g3524.t1	g2943.t1, g4051.t1
OG0000321	g3538.t1	g107.t1, g2087.t1, g4765.t1
OG0000322		g1973.t1, g2112.t1, g2113.t1, g7.t1
OG0000323		g30.t1, g3299.t1, g5480.t1, g5490.t1
OG0000324		g1690.t1, g2402.t1, g5047.t1, g83.t1
OG0000325		g144.t1, g2657.t1, g4252.t1, g861.t1
OG0000326		g1474.t1, g176.t1, g3775.t1, g421.t1
OG0000327		g178.t1, g3414.t1, g3778.t1, g419.t1
OG0000328		g1633.t1, g195.t1, g2375.t1, g4238.t1
OG0000329		g202.t1, g3042.t1, g700.t1, g984.t1
OG0000330		g203.t1, g3041.t1, g701.t1, g985.t1
OG0000331		g226.t1, g5080.t1, g612.t1, g614.t1
OG0000332		g1016.t1, g280.t1, g4719.t1, g5142.t1
OG0000333		g1434.t1, g290.t1, g3297.t1, g795.t1
OG0000334		g1046.t1, g1923.t1, g2424.t1, g308.t1
OG0000335		g2905.t1, g345.t1, g3527.t1, g802.t1
OG0000336		g3141.t1, g3489.t1, g389.t1, g3999.t1
OG0000337		g2994.t1, g3648.t1, g429.t1, g931.t1
OG0000338		g2736.t1, g3813.t1, g455.t1, g5473.t1
OG0000339		g1791.t1, g463.t1, g469.t1, g5296.t1
OG0000340		g516.t1, g523.t1, g524.t1, g526.t1
OG0000341		g519.t1, g520.t1, g521.t1, g522.t1
OG0000342		g1050.t1, g4642.t1, g571.t1, g665.t1
OG0000343		g2718.t1, g3163.t1, g4612.t1, g694.t1
OG0000344		g4161.t1, g4626.t1, g4712.t1, g697.t1
OG0000345		g3549.t1, g4086.t1, g5153.t1, g738.t1
OG0000346		g1524.t1, g1681.t1, g3981.t1, g836.t1
OG0000347		g3851.t1, g4702.t1, g5265.t1, g898.t1
OG0000348		g1003.t1, g2165.t1, g4165.t1, g5386.t1
OG0000349		g1005.t1, g2167.t1, g4163.t1, g4741.t1
OG0000350		g1009.t1, g1010.t1, g3352.t1, g3399.t1
OG0000351		g1026.t1, g2043.t1, g3236.t1, g4239.t1
OG0000352		g1081.t1, g2180.t1, g3189.t1, g4168.t1
OG0000353		g1089.t1, g3430.t1, g4952.t1, g5007.t1
OG0000354		g1093.t1, g1095.t1, g1096.t1, g1097.t1
OG0000355		g1146.t1, g2058.t1, g2584.t1, g3456.t1
OG0000356		g1153.t1, g1446.t1, g1928.t1, g3547.t1
OG0000357		g1185.t1, g1349.t1, g3820.t1, g5351.t1
OG0000358		g1186.t1, g4070.t1, g4079.t1, g4529.t1
OG0000359		g1217.t1, g2458.t1, g2741.t1, g3920.t1
OG0000360		g1251.t1, g2893.t1, g3198.t1, g5258.t1
OG0000361		g1254.t1, g1309.t1, g1794.t1, g1860.t1
OG0000362		g1262.t1, g1906.t1, g3472.t1, g4224.t1
OG0000363		g1348.t1, g1395.t1, g3396.t1, g3958.t1
OG0000364		g1363.t1, g1977.t1, g3530.t1, g5297.t1
OG0000365		g1370.t1, g3790.t1, g5125.t1, g5319.t1
OG0000366		g1371.t1, g1376.t1, g2764.t1, g4730.t1
OG0000367		g1412.t1, g2009.t1, g2025.t1, g3336.t1
OG0000368		g1424.t1, g4479.t1, g5019.t1, g5117.t1
OG0000369		g1490.t1, g3744.t1, g4115.t1, g5332.t1
OG0000370		g1568.t1, g1572.t1, g1883.t1, g4216.t1
OG0000371		g1621.t1, g1909.t1, g1965.t1, g2417.t1
OG0000372		g1953.t1, g2221.t1, g4703.t1, g4714.t1
OG0000373		g1972.t1, g2187.t1, g4318.t1, g4699.t1
OG0000374		g2312.t1, g2761.t1, g4869.t1, g5212.t1
OG0000375		g2972.t1, g4242.t1, g4243.t1, g4797.t1
OG0000376		g3055.t1, g3056.t1, g3559.t1, g3564.t1
OG0000377		g4407.t1, g4787.t1, g5218.t1, g5219.t1
OG0000378		g4737.t1, g4738.t1, g4739.t1, g4742.t1
OG0000379	g9.t1	g1817.t1, g3290.t1
OG0000380	g12.t1, g1803.t1, g1805.t1	
OG0000381	g13.t1	g1013.t1, g655.t1
OG0000382	g18.t1	g1692.t1, g80.t1
OG0000383	g25.t1, g26.t1, g727.t1	
OG0000384	g1003.t1, g39.t1, g578.t1	
OG0000385	g1835.t1, g43.t1, g781.t1	
OG0000386	g1108.t1, g3422.t1, g44.t1	
OG0000387	g2443.t1, g52.t1	g4314.t1
OG0000388	g67.t1	g2483.t1, g5481.t1
OG0000389	g68.t1	g2484.t1, g4688.t1
OG0000390	g2527.t1, g71.t1, g986.t1	
OG0000391	g1428.t1, g76.t1	g2309.t1
OG0000392	g3109.t1, g82.t1	g2688.t1
OG0000393	g1276.t1, g128.t1, g1866.t1	
OG0000394	g131.t1, g3413.t1, g402.t1	
OG0000395	g1042.t1, g139.t1, g1654.t1	
OG0000396	g162.t1	g1432.t1, g321.t1
OG0000397	g1064.t1, g177.t1	g3899.t1
OG0000398	g184.t1, g2802.t1	g3365.t1
OG0000399	g188.t1, g2088.t1	g1215.t1
OG0000400	g1417.t1, g215.t1, g272.t1	
OG0000401	g219.t1	g4782.t1, g4976.t1
OG0000402	g266.t1	g2146.t1, g4595.t1
OG0000403	g271.t1, g927.t1	g2176.t1
OG0000404	g1762.t1, g283.t1, g3402.t1	
OG0000405	g1376.t1, g285.t1, g2971.t1	
OG0000406	g1776.t1, g290.t1, g3400.t1	
OG0000407	g1498.t1, g294.t1	g2604.t1
OG0000408	g313.t1, g669.t1, g670.t1	
OG0000409	g1068.t1, g1158.t1, g322.t1	
OG0000410	g1658.t1, g323.t1	g5226.t1
OG0000411	g329.t1	g2385.t1, g2606.t1
OG0000412	g339.t1, g340.t1	g397.t1
OG0000413	g347.t1	g3883.t1, g4852.t1
OG0000414	g2395.t1, g367.t1	g2750.t1
OG0000415	g370.t1	g1539.t1, g4708.t1
OG0000416	g3529.t1, g376.t1	g5030.t1
OG0000417	g1834.t1, g388.t1	g4623.t1
OG0000418	g424.t1	g1139.t1, g19.t1
OG0000419	g3373.t1, g435.t1	g4470.t1
OG0000420	g453.t1	g2017.t1, g4100.t1
OG0000421	g463.t1	g1648.t1, g3662.t1
OG0000422	g487.t1	g2304.t1, g369.t1
OG0000423	g1418.t1, g1900.t1, g498.t1	
OG0000424	g500.t1, g629.t1, g631.t1	
OG0000425	g516.t1, g762.t1	g1226.t1
OG0000426	g518.t1	g134.t1, g4896.t1
OG0000427	g2824.t1, g2827.t1, g523.t1	
OG0000428	g531.t1	g3403.t1, g4147.t1
OG0000429	g540.t1	g4374.t1, g456.t1
OG0000430	g1533.t1, g3346.t1, g542.t1	
OG0000431	g552.t1	g3281.t1, g854.t1
OG0000432	g2633.t1, g555.t1	g5211.t1
OG0000433	g557.t1, g976.t1	g4655.t1
OG0000434	g1952.t1, g558.t1	g2888.t1
OG0000435	g2005.t1, g2114.t1, g566.t1	
OG0000436	g1710.t1, g572.t1, g726.t1	
OG0000437	g2823.t1, g3340.t1, g620.t1	
OG0000438	g3150.t1, g641.t1	g5161.t1
OG0000439	g649.t1	g3275.t1, g4541.t1
OG0000440	g1550.t1, g1984.t1, g650.t1	
OG0000441	g1818.t1, g2813.t1, g653.t1	
OG0000442	g662.t1	g3665.t1, g4050.t1
OG0000443	g674.t1	g2105.t1, g4348.t1
OG0000444	g675.t1	g4347.t1, g4359.t1
OG0000445	g1849.t1, g678.t1	g5451.t1
OG0000446	g712.t1	g1858.t1, g3032.t1
OG0000447	g715.t1	g228.t1, g3498.t1
OG0000448	g759.t1	g236.t1, g4571.t1
OG0000449	g2239.t1, g3495.t1, g766.t1	
OG0000450	g2130.t1, g3286.t1, g787.t1	
OG0000451	g3260.t1, g811.t1	g5467.t1
OG0000452	g3226.t1, g3433.t1, g812.t1	
OG0000453	g1630.t1, g816.t1	g4825.t1
OG0000454	g1127.t1, g844.t1	g1203.t1
OG0000455	g847.t1	g3871.t1, g5070.t1
OG0000456	g1847.t1, g848.t1	g1759.t1
OG0000457	g849.t1	g1760.t1, g3074.t1
OG0000458	g857.t1	g1521.t1, g3945.t1
OG0000459	g1394.t1, g868.t1	g3127.t1
OG0000460	g1422.t1, g2945.t1, g885.t1	
OG0000461	g892.t1	g215.t1, g3173.t1
OG0000462	g1713.t1, g895.t1	g1823.t1
OG0000463	g1611.t1, g2741.t1, g903.t1	
OG0000464	g913.t1	g4416.t1, g821.t1
OG0000465	g917.t1, g921.t1, g923.t1	
OG0000466	g1969.t1, g3228.t1, g955.t1	
OG0000467	g958.t1	g2046.t1, g2948.t1
OG0000468	g971.t1	g3089.t1, g3992.t1
OG0000469	g1006.t1, g1243.t1, g1756.t1	
OG0000470	g1014.t1	g1657.t1, g4578.t1
OG0000471	g1023.t1, g1024.t1, g3341.t1	
OG0000472	g1060.t1	g2998.t1, g3073.t1
OG0000473	g1088.t1	g1645.t1, g2692.t1
OG0000474	g1137.t1	g1142.t1, g1212.t1
OG0000475	g1141.t1, g1855.t1, g2940.t1	
OG0000476	g1154.t1, g1268.t1, g2548.t1	
OG0000477	g1175.t1, g2215.t1	g1064.t1
OG0000478	g1180.t1, g3271.t1	g5176.t1
OG0000479	g1189.t1	g3667.t1, g3821.t1
OG0000480	g1195.t1, g1667.t1	g2951.t1
OG0000481	g1199.t1	g10.t1, g1208.t1
OG0000482	g1202.t1, g3223.t1	g607.t1
OG0000483	g1204.t1, g1815.t1, g2751.t1	
OG0000484	g1218.t1, g1456.t1	g3551.t1
OG0000485	g1231.t1, g2073.t1, g2821.t1	
OG0000486	g1251.t1, g2332.t1, g2838.t1	
OG0000487	g1252.t1, g1632.t1, g2185.t1	
OG0000488	g1288.t1	g1700.t1, g4753.t1
OG0000489	g1289.t1	g22.t1, g3262.t1
OG0000490	g1298.t1	g1119.t1, g1720.t1
OG0000491	g1306.t1, g1307.t1, g1308.t1	
OG0000492	g1362.t1, g1645.t1, g1650.t1	
OG0000493	g1379.t1	g3439.t1, g5438.t1
OG0000494	g1389.t1, g1390.t1	g5486.t1
OG0000495	g1396.t1	g18.t1, g3625.t1
OG0000496	g1405.t1, g1919.t1	g4125.t1
OG0000497	g1454.t1	g2433.t1, g3739.t1
OG0000498	g1461.t1	g4139.t1, g5341.t1
OG0000499	g1463.t1	g1997.t1, g5353.t1
OG0000500	g1468.t1, g1469.t1, g1556.t1	
OG0000501	g1471.t1	g3131.t1, g4405.t1
OG0000502	g1481.t1, g1484.t1, g1485.t1	
OG0000503	g1492.t1	g3624.t1, g4912.t1
OG0000504	g1515.t1, g1517.t1	g3548.t1
OG0000505	g1530.t1	g3309.t1, g4629.t1
OG0000506	g1539.t1, g2158.t1	g1637.t1
OG0000507	g1540.t1, g2447.t1	g3745.t1
OG0000508	g1555.t1	g3218.t1, g5339.t1
OG0000509	g1589.t1	g3212.t1, g5236.t1
OG0000510	g1609.t1, g2403.t1	g3280.t1
OG0000511	g1625.t1, g3548.t1	g3772.t1
OG0000512	g1640.t1	g538.t1, g909.t1
OG0000513	g1641.t1	g3608.t1, g5270.t1
OG0000514	g1664.t1	g3379.t1, g3449.t1
OG0000515	g1682.t1	g2307.t1, g3709.t1
OG0000516	g1715.t1, g2486.t1	g1019.t1
OG0000517	g1722.t1	g1668.t1, g29.t1
OG0000518	g1794.t1	g1927.t1, g710.t1
OG0000519	g1797.t1, g3487.t1	g2282.t1
OG0000520	g1806.t1	g2486.t1, g5314.t1
OG0000521	g1812.t1	g2485.t1, g5313.t1
OG0000522	g1813.t1, g2265.t1, g2542.t1	
OG0000523	g1844.t1	g2268.t1, g536.t1
OG0000524	g1852.t1	g2421.t1, g4862.t1
OG0000525	g1856.t1	g3602.t1, g4317.t1
OG0000526	g1857.t1	g250.t1, g4003.t1
OG0000527	g1881.t1	g2179.t1, g3690.t1
OG0000528	g1890.t1, g1891.t1, g2111.t1	
OG0000529	g1932.t1, g1996.t1, g3134.t1	
OG0000530	g1956.t1, g2998.t1	g1170.t1
OG0000531	g1981.t1, g3327.t1, g3357.t1	
OG0000532	g1988.t1, g1989.t1, g3182.t1	
OG0000533	g2007.t1, g3077.t1, g3082.t1	
OG0000534	g2120.t1	g1484.t1, g4628.t1
OG0000535	g2123.t1	g4098.t1, g4496.t1
OG0000536	g2171.t1, g2472.t1, g3168.t1	
OG0000537	g2173.t1	g110.t1, g1335.t1
OG0000538	g2183.t1	g3023.t1, g5108.t1
OG0000539	g2184.t1	g2482.t1, g5315.t1
OG0000540	g2189.t1	g4745.t1, g5445.t1
OG0000541	g2197.t1, g2198.t1, g2630.t1	
OG0000542	g2209.t1	g1292.t1, g4606.t1
OG0000543	g2216.t1	g218.t1, g3027.t1
OG0000544	g2223.t1	g4682.t1, g4686.t1
OG0000545	g2225.t1, g3059.t1	g3086.t1
OG0000546	g2268.t1	g1083.t1, g1616.t1
OG0000547	g2269.t1	g3097.t1, g4282.t1
OG0000548	g2307.t1	g1179.t1, g4752.t1
OG0000549	g2313.t1	g1141.t1, g3103.t1
OG0000550	g2328.t1	g2423.t1, g4855.t1
OG0000551	g2340.t1	g426.t1, g5167.t1
OG0000552	g2360.t1	g1864.t1, g4211.t1
OG0000553	g2363.t1	g1356.t1, g366.t1
OG0000554	g2368.t1	g284.t1, g3315.t1
OG0000555	g2369.t1	g1890.t1, g285.t1
OG0000556	g2370.t1	g1509.t1, g286.t1
OG0000557	g2390.t1	g4084.t1, g5011.t1
OG0000558	g2413.t1	g3035.t1, g4562.t1
OG0000559	g2418.t1, g2902.t1	g4446.t1
OG0000560	g2428.t1	g1827.t1, g3392.t1
OG0000561	g2476.t1	g4398.t1, g5045.t1
OG0000562	g2495.t1	g1364.t1, g1844.t1
OG0000563	g2501.t1	g249.t1, g4940.t1
OG0000564	g2508.t1, g2509.t1, g2747.t1	
OG0000565	g2516.t1	g248.t1, g25.t1
OG0000566	g2519.t1	g2141.t1, g917.t1
OG0000567	g2532.t1	g2931.t1, g5020.t1
OG0000568	g2536.t1	g1775.t1, g4482.t1
OG0000569	g2543.t1	g3875.t1, g5033.t1
