Orthogroup	Mycobacterium_tuberculosis	Pseudomonas_aeruginosa
OG0000570	g2552.t1	g2452.t1, g269.t1
OG0000571	g2576.t1, g2700.t1	g2625.t1
OG0000572	g2590.t1	g2199.t1, g2234.t1
OG0000573	g2640.t1, g3333.t1	g4122.t1
OG0000574	g2642.t1, g2643.t1	g2317.t1
OG0000575	g2647.t1	g4810.t1, g946.t1
OG0000576	g2661.t1, g2667.t1	g586.t1
OG0000577	g2664.t1	g2802.t1, g965.t1
OG0000578	g2709.t1, g3222.t1	g2780.t1
OG0000579	g2733.t1	g2006.t1, g378.t1
OG0000580	g2800.t1	g3521.t1, g4729.t1
OG0000581	g2807.t1	g1670.t1, g4230.t1
OG0000582	g2811.t1	g2796.t1, g3729.t1
OG0000583	g2829.t1	g1867.t1, g3879.t1
OG0000584	g2833.t1	g3726.t1, g918.t1
OG0000585	g2852.t1	g1321.t1, g780.t1
OG0000586	g2869.t1	g3099.t1, g5389.t1
OG0000587	g2870.t1	g1468.t1, g379.t1
OG0000588	g2871.t1	g1543.t1, g4364.t1
OG0000589	g2930.t1	g4283.t1, g4495.t1
OG0000590	g2937.t1	g1810.t1, g3182.t1
OG0000591	g2992.t1	g4543.t1, g5054.t1
OG0000592	g3066.t1	g2536.t1, g3839.t1
OG0000593	g3068.t1, g3162.t1	g2138.t1
OG0000594	g3071.t1, g3282.t1	g3993.t1
OG0000595	g3098.t1	g1912.t1, g2678.t1
OG0000596	g3103.t1	g2682.t1, g3561.t1
OG0000597	g3153.t1	g3604.t1, g5225.t1
OG0000598	g3178.t1, g3219.t1, g3372.t1	
OG0000599	g3210.t1	g5452.t1, g5453.t1
OG0000600	g3211.t1	g1541.t1, g2615.t1
OG0000601	g3240.t1	g3031.t1, g4563.t1
OG0000602	g3249.t1	g2618.t1, g4876.t1
OG0000603	g3268.t1	g4734.t1, g4735.t1
OG0000604	g3317.t1	g2014.t1, g4792.t1
OG0000605	g3379.t1	g5024.t1, g5404.t1
OG0000606	g3414.t1	g1400.t1, g5259.t1
OG0000607	g3468.t1	g2512.t1, g3397.t1
OG0000608	g3475.t1	g3825.t1, g71.t1
OG0000609	g3503.t1	g1037.t1, g666.t1
OG0000610	g3521.t1	g2706.t1, g5513.t1
OG0000611	g3555.t1	g4819.t1, g593.t1
OG0000612	g3558.t1	g1696.t1, g3506.t1
OG0000613	g3559.t1	g4842.t1, g663.t1
OG0000614		g468.t1, g5.t1, g846.t1
OG0000615		g1691.t1, g2401.t1, g82.t1
OG0000616		g1689.t1, g2403.t1, g84.t1
OG0000617		g1677.t1, g2400.t1, g87.t1
OG0000618		g1678.t1, g2405.t1, g88.t1
OG0000619		g1679.t1, g2406.t1, g89.t1
OG0000620		g1682.t1, g2409.t1, g93.t1
OG0000621		g1683.t1, g2410.t1, g94.t1
OG0000622		g1684.t1, g2411.t1, g95.t1
OG0000623		g1198.t1, g124.t1, g2075.t1
OG0000624		g157.t1, g158.t1, g2544.t1
OG0000625		g206.t1, g4424.t1, g712.t1
OG0000626		g1269.t1, g227.t1, g4270.t1
OG0000627		g241.t1, g3219.t1, g5247.t1
OG0000628		g242.t1, g246.t1, g879.t1
OG0000629		g243.t1, g2669.t1, g4928.t1
OG0000630		g1528.t1, g267.t1, g5369.t1
OG0000631		g1646.t1, g2537.t1, g276.t1
OG0000632		g1437.t1, g291.t1, g3237.t1
OG0000633		g1784.t1, g315.t1, g4771.t1
OG0000634		g2050.t1, g323.t1, g331.t1
OG0000635		g1425.t1, g325.t1, g3846.t1
OG0000636		g332.t1, g5015.t1, g5208.t1
OG0000637		g1423.t1, g3108.t1, g359.t1
OG0000638		g361.t1, g5448.t1, g769.t1
OG0000639		g365.t1, g4056.t1, g4601.t1
OG0000640		g2147.t1, g4596.t1, g499.t1
OG0000641		g1416.t1, g4942.t1, g501.t1
OG0000642		g1752.t1, g1765.t1, g539.t1
OG0000643		g1465.t1, g1466.t1, g544.t1
OG0000644		g1000.t1, g2852.t1, g550.t1
OG0000645		g1218.t1, g1958.t1, g659.t1
OG0000646		g4425.t1, g5472.t1, g711.t1
OG0000647		g4827.t1, g4828.t1, g721.t1
OG0000648		g1829.t1, g4662.t1, g791.t1
OG0000649		g1380.t1, g2461.t1, g831.t1
OG0000650		g1305.t1, g2884.t1, g850.t1
OG0000651		g3853.t1, g5267.t1, g900.t1
OG0000652		g2515.t1, g4939.t1, g968.t1
OG0000653		g1968.t1, g993.t1, g995.t1
OG0000654		g1167.t1, g3940.t1, g996.t1
OG0000655		g3204.t1, g3205.t1, g997.t1
OG0000656		g1163.t1, g2024.t1, g5285.t1
OG0000657		g1209.t1, g1845.t1, g5268.t1
OG0000658		g1220.t1, g2457.t1, g3303.t1
OG0000659		g1231.t1, g2721.t1, g3957.t1
OG0000660		g1236.t1, g2344.t1, g4157.t1
OG0000661		g1261.t1, g1905.t1, g3473.t1
OG0000662		g1303.t1, g2126.t1, g2630.t1
OG0000663		g1306.t1, g1787.t1, g4675.t1
OG0000664		g1341.t1, g2806.t1, g3100.t1
OG0000665		g1347.t1, g1519.t1, g5454.t1
OG0000666		g1375.t1, g2340.t1, g3652.t1
OG0000667		g1464.t1, g1488.t1, g1713.t1
OG0000668		g1613.t1, g1614.t1, g5347.t1
OG0000669		g1642.t1, g2121.t1, g2992.t1
OG0000670		g1651.t1, g2874.t1, g5073.t1
OG0000671		g1699.t1, g3856.t1, g4030.t1
OG0000672		g1708.t1, g2177.t1, g2210.t1
OG0000673		g1785.t1, g1986.t1, g4225.t1
OG0000674		g1811.t1, g3258.t1, g3824.t1
OG0000675		g1836.t1, g1837.t1, g2092.t1
OG0000676		g1861.t1, g2677.t1, g5121.t1
OG0000677		g1932.t1, g3126.t1, g4295.t1
OG0000678		g2005.t1, g3376.t1, g4602.t1
OG0000679		g2015.t1, g2329.t1, g3873.t1
OG0000680		g2118.t1, g2549.t1, g2555.t1
OG0000681		g2120.t1, g2550.t1, g2554.t1
OG0000682		g2291.t1, g2571.t1, g3713.t1
OG0000683		g2330.t1, g3248.t1, g4178.t1
OG0000684		g2366.t1, g2388.t1, g4237.t1
OG0000685		g2460.t1, g2511.t1, g5427.t1
OG0000686		g2477.t1, g2479.t1, g5036.t1
OG0000687		g2535.t1, g3353.t1, g4698.t1
OG0000688		g2749.t1, g2765.t1, g4259.t1
OG0000689		g2751.t1, g4561.t1, g4826.t1
OG0000690		g2823.t1, g3194.t1, g4925.t1
OG0000691		g2923.t1, g3080.t1, g3836.t1
OG0000692		g2971.t1, g4123.t1, g4798.t1
OG0000693		g3142.t1, g3490.t1, g4000.t1
OG0000694		g3217.t1, g3716.t1, g3718.t1
OG0000695		g3242.t1, g3827.t1, g4935.t1
OG0000696		g3381.t1, g3382.t1, g3448.t1
OG0000697		g3421.t1, g4981.t1, g5413.t1
OG0000698		g3461.t1, g3743.t1, g4116.t1
OG0000699		g3463.t1, g4413.t1, g4701.t1
OG0000700		g3466.t1, g3467.t1, g5331.t1
OG0000701		g3967.t1, g5190.t1, g5478.t1
OG0000702		g4493.t1, g4566.t1, g5139.t1
OG0000703		g5182.t1, g5183.t1, g5184.t1
OG0000704	g1.t1	g1.t1
OG0000705	g2.t1	g2.t1
OG0000706	g3.t1	g3.t1
OG0000707	g5.t1	g4.t1
OG0000708	g6.t1	g3230.t1
OG0000709	g17.t1	g4080.t1
OG0000710	g2055.t1, g29.t1	
OG0000711	g1333.t1, g32.t1	
OG0000712	g33.t1	g1843.t1
OG0000713	g3051.t1, g35.t1	
OG0000714	g37.t1	g412.t1
OG0000715	g40.t1	g4065.t1
OG0000716	g3437.t1, g46.t1	
OG0000717	g48.t1	g4790.t1
OG0000718	g1909.t1, g50.t1	
OG0000719	g51.t1	g5029.t1
OG0000720	g53.t1	g5028.t1
OG0000721	g54.t1	g5026.t1
OG0000722	g55.t1	g5025.t1
OG0000723	g57.t1	g1769.t1
OG0000724	g3145.t1, g62.t1	
OG0000725	g64.t1	g2665.t1
OG0000726	g2526.t1, g70.t1	
OG0000727	g2864.t1, g72.t1	
OG0000728	g2263.t1, g73.t1	
OG0000729	g111.t1	g4510.t1
OG0000730	g112.t1	g6.t1
OG0000731	g113.t1, g614.t1	
OG0000732	g116.t1	g5277.t1
OG0000733	g117.t1, g1800.t1	
OG0000734	g125.t1	g2192.t1
OG0000735	g127.t1	g259.t1
OG0000736	g129.t1	g4093.t1
OG0000737	g136.t1	g5113.t1
OG0000738	g138.t1	g4718.t1
OG0000739	g146.t1	g371.t1
OG0000740	g147.t1	g3495.t1
OG0000741	g154.t1	g2589.t1
OG0000742	g156.t1	g198.t1
OG0000743	g157.t1	g199.t1
OG0000744	g158.t1	g200.t1
OG0000745	g182.t1	g1225.t1
OG0000746	g187.t1	g1749.t1
OG0000747	g190.t1	g358.t1
OG0000748	g197.t1	g482.t1
OG0000749	g198.t1	g2757.t1
OG0000750	g205.t1, g580.t1	
OG0000751	g206.t1	g1018.t1
OG0000752	g209.t1	g388.t1
OG0000753	g213.t1	g1990.t1
OG0000754	g1242.t1, g229.t1	
OG0000755	g231.t1, g2711.t1	
OG0000756	g240.t1	g3065.t1
OG0000757	g244.t1	g4880.t1
OG0000758	g245.t1	g4878.t1
OG0000759	g246.t1	g4877.t1
OG0000760	g1457.t1, g247.t1	
OG0000761	g1918.t1, g248.t1	
OG0000762	g251.t1, g774.t1	
OG0000763	g2006.t1, g254.t1	
OG0000764	g255.t1	g1804.t1
OG0000765	g257.t1	g1295.t1
OG0000766	g258.t1	g1294.t1
OG0000767	g1668.t1, g260.t1	
OG0000768	g2362.t1, g261.t1	
OG0000769	g2299.t1, g263.t1	
OG0000770	g269.t1	g3951.t1
OG0000771	g276.t1, g815.t1	
OG0000772	g2210.t1, g277.t1	
OG0000773	g287.t1, g2969.t1	
OG0000774	g288.t1, g2968.t1	
OG0000775	g1775.t1, g289.t1	
OG0000776	g2591.t1, g293.t1	
OG0000777	g2859.t1, g309.t1	
OG0000778	g2237.t1, g311.t1	
OG0000779	g315.t1	g2545.t1
OG0000780	g1711.t1, g319.t1	
OG0000781	g320.t1	g3550.t1
OG0000782	g326.t1	g3066.t1
OG0000783	g332.t1	g5261.t1
OG0000784	g334.t1	g2886.t1
OG0000785	g335.t1	g5501.t1
OG0000786	g2098.t1, g343.t1	
OG0000787	g344.t1, g820.t1	
OG0000788	g348.t1	g4853.t1
OG0000789	g350.t1	g2782.t1
OG0000790	g354.t1	g5032.t1
OG0000791	g359.t1	g926.t1
OG0000792	g360.t1	g563.t1
OG0000793	g2394.t1, g365.t1	
OG0000794	g368.t1	g4704.t1
OG0000795	g372.t1	g1964.t1
OG0000796	g378.t1	g5433.t1
OG0000797	g385.t1	g3823.t1
OG0000798	g387.t1	g3168.t1
OG0000799	g1902.t1, g394.t1	
OG0000800	g395.t1	g453.t1
OG0000801	g401.t1	g1023.t1
OG0000802	g403.t1	g847.t1
OG0000803	g404.t1	g848.t1
OG0000804	g409.t1	g4054.t1
OG0000805	g411.t1	g386.t1
OG0000806	g412.t1	g387.t1
OG0000807	g413.t1	g2997.t1
OG0000808	g416.t1	g1575.t1
OG0000809	g417.t1	g4053.t1
OG0000810	g418.t1	g5067.t1
OG0000811	g428.t1	g2223.t1
OG0000812	g429.t1	g4090.t1
OG0000813	g2085.t1, g430.t1	
OG0000814	g431.t1	g4783.t1
OG0000815	g451.t1, g663.t1	
OG0000816	g1521.t1, g459.t1	
OG0000817	g1114.t1, g460.t1	
OG0000818	g1976.t1, g461.t1	
OG0000819	g3000.t1, g467.t1	
OG0000820	g472.t1	g1945.t1
OG0000821	g477.t1	g3036.t1
OG0000822	g479.t1	g5001.t1
OG0000823	g485.t1	g5463.t1
OG0000824	g486.t1	g470.t1
OG0000825	g496.t1	g400.t1
OG0000826	g505.t1	g4755.t1
OG0000827	g506.t1	g5362.t1
OG0000828	g508.t1	g5344.t1
OG0000829	g513.t1	g4420.t1
OG0000830	g1582.t1, g519.t1	
OG0000831	g520.t1	g4055.t1
OG0000832	g522.t1	g1496.t1
OG0000833	g525.t1	g3819.t1
OG0000834	g530.t1	g3064.t1
OG0000835	g2996.t1, g538.t1	
OG0000836	g547.t1	g2488.t1
OG0000837	g553.t1	g5159.t1
OG0000838	g561.t1	g4480.t1
OG0000839	g562.t1	g4291.t1
OG0000840	g2271.t1, g564.t1	
OG0000841	g565.t1	g1171.t1
OG0000842	g573.t1, g899.t1	
OG0000843	g2559.t1, g592.t1	
OG0000844	g2558.t1, g593.t1	
OG0000845	g2949.t1, g597.t1	
OG0000846	g2947.t1, g598.t1	
OG0000847	g1483.t1, g619.t1	
OG0000848	g622.t1, g862.t1	
OG0000849	g623.t1	g4365.t1
OG0000850	g624.t1	g4366.t1
OG0000851	g625.t1	g4367.t1
OG0000852	g626.t1	g1771.t1
OG0000853	g630.t1	g3366.t1
OG0000854	g633.t1	g4357.t1
OG0000855	g634.t1	g4356.t1
OG0000856	g635.t1	g4355.t1
OG0000857	g640.t1	g3658.t1
OG0000858	g645.t1	g4354.t1
OG0000859	g646.t1	g4353.t1
OG0000860	g648.t1, g902.t1	
OG0000861	g657.t1	g4352.t1
OG0000862	g658.t1	g4351.t1
OG0000863	g659.t1	g857.t1
OG0000864	g661.t1	g551.t1
OG0000865	g665.t1	g3494.t1
OG0000866	g672.t1	g4350.t1
OG0000867	g673.t1	g4349.t1
OG0000868	g2704.t1, g677.t1	
OG0000869	g683.t1	g518.t1
OG0000870	g688.t1	g4346.t1
OG0000871	g689.t1	g4345.t1
OG0000872	g690.t1	g4344.t1
OG0000873	g691.t1	g4343.t1
OG0000874	g692.t1	g4342.t1
OG0000875	g693.t1	g4341.t1
OG0000876	g694.t1	g4340.t1
OG0000877	g695.t1	g4339.t1
OG0000878	g696.t1	g4338.t1
OG0000879	g697.t1	g4337.t1
OG0000880	g698.t1	g4336.t1
OG0000881	g700.t1	g2434.t1
OG0000882	g3388.t1, g701.t1	
OG0000883	g702.t1	g4335.t1
OG0000884	g703.t1	g4334.t1
OG0000885	g704.t1	g4333.t1
OG0000886	g705.t1	g4332.t1
OG0000887	g706.t1	g4331.t1
OG0000888	g707.t1	g4330.t1
OG0000889	g708.t1	g4329.t1
OG0000890	g709.t1	g4328.t1
OG0000891	g710.t1	g4327.t1
OG0000892	g711.t1	g4326.t1
OG0000893	g720.t1	g4325.t1
OG0000894	g721.t1	g3758.t1
OG0000895	g725.t1	g257.t1
OG0000896	g728.t1, g737.t1	
OG0000897	g739.t1	g756.t1
OG0000898	g740.t1	g135.t1
OG0000899	g2017.t1, g748.t1	
OG0000900	g3036.t1, g749.t1	
OG0000901	g1766.t1, g751.t1	
OG0000902	g1757.t1, g754.t1	
OG0000903	g760.t1	g4949.t1
OG0000904	g761.t1	g167.t1
OG0000905	g768.t1	g1024.t1
OG0000906	g770.t1	g1322.t1
OG0000907	g772.t1	g465.t1
OG0000908	g773.t1	g4394.t1
OG0000909	g780.t1	g2873.t1
OG0000910	g783.t1	g2241.t1
OG0000911	g789.t1	g2821.t1
OG0000912	g790.t1	g3310.t1
OG0000913	g793.t1	g3835.t1
OG0000914	g1843.t1, g794.t1	
OG0000915	g795.t1	g5063.t1
OG0000916	g798.t1	g3169.t1
OG0000917	g799.t1	g959.t1
OG0000918	g801.t1	g770.t1
OG0000919	g2674.t1, g803.t1	
OG0000920	g3070.t1, g804.t1	
OG0000921	g2834.t1, g808.t1	
OG0000922	g810.t1	g5468.t1
OG0000923	g1081.t1, g814.t1	
OG0000924	g2965.t1, g825.t1	
OG0000925	g829.t1	g3854.t1
OG0000926	g836.t1	g3840.t1
OG0000927	g840.t1	g3342.t1
OG0000928	g3511.t1, g841.t1	
OG0000929	g872.t1	g3229.t1
OG0000930	g3058.t1, g874.t1	
OG0000931	g875.t1	g815.t1
OG0000932	g884.t1	g1600.t1
OG0000933	g894.t1	g4046.t1
OG0000934	g1535.t1, g898.t1	
OG0000935	g3263.t1, g912.t1	
OG0000936	g1045.t1, g915.t1	
OG0000937	g918.t1, g924.t1	
OG0000938	g919.t1	g5469.t1
OG0000939	g926.t1	g2190.t1
OG0000940	g934.t1	g4823.t1
OG0000941	g938.t1	g1608.t1
OG0000942	g939.t1	g1609.t1
OG0000943	g943.t1	g958.t1
OG0000944	g944.t1	g4948.t1
OG0000945	g2749.t1, g952.t1	
OG0000946	g2812.t1, g953.t1	
OG0000947	g959.t1	g893.t1
OG0000948	g962.t1	g1551.t1
OG0000949	g963.t1	g2944.t1
OG0000950	g972.t1	g4700.t1
OG0000951	g980.t1	g2057.t1
OG0000952	g985.t1	g1103.t1
OG0000953	g988.t1	g3372.t1
OG0000954	g989.t1	g5269.t1
OG0000955	g991.t1	g4507.t1
OG0000956	g995.t1	g3552.t1
OG0000957	g998.t1	g602.t1
OG0000958	g999.t1	g4758.t1
OG0000959	g1001.t1	g4761.t1
OG0000960	g1002.t1	g4760.t1
OG0000961	g1004.t1	g4759.t1
OG0000962	g1007.t1	g3062.t1
OG0000963	g1008.t1	g948.t1
OG0000964	g1009.t1, g1219.t1	
OG0000965	g1010.t1	g3707.t1
OG0000966	g1013.t1	g5342.t1
OG0000967	g1015.t1	g1656.t1
OG0000968	g1017.t1	g1653.t1
OG0000969	g1018.t1	g1654.t1
OG0000970	g1019.t1	g1655.t1
OG0000971	g1022.t1, g3342.t1	
OG0000972	g1030.t1, g1136.t1	
OG0000973	g1031.t1, g1135.t1	
OG0000974	g1038.t1	g1302.t1
OG0000975	g1044.t1	g4001.t1
OG0000976	g1047.t1	g1325.t1
OG0000977	g1049.t1	g1660.t1
OG0000978	g1057.t1	g754.t1
OG0000979	g1061.t1	g3822.t1
OG0000980	g1062.t1, g3436.t1	
OG0000981	g1065.t1	g407.t1
OG0000982	g1071.t1	g4927.t1
OG0000983	g1072.t1, g1074.t1	
OG0000984	g1082.t1	g3996.t1
OG0000985	g1085.t1	g4555.t1
OG0000986	g1089.t1, g1487.t1	
OG0000987	g1092.t1	g4445.t1
OG0000988	g1093.t1	g4120.t1
OG0000989	g1094.t1	g3849.t1
OG0000990	g1098.t1	g4762.t1
OG0000991	g1107.t1, g1824.t1	
OG0000992	g1109.t1	g4072.t1
OG0000993	g1115.t1	g804.t1
OG0000994	g1116.t1	g807.t1
OG0000995	g1117.t1, g1421.t1	
OG0000996	g1118.t1	g1959.t1
OG0000997	g1123.t1, g2406.t1	
OG0000998	g1125.t1, g1126.t1	
OG0000999	g1128.t1	g2593.t1
OG0001000	g1139.t1	g1888.t1
OG0001001	g1143.t1, g1850.t1	
OG0001002	g1146.t1, g2153.t1	
OG0001003	g1147.t1	g885.t1
OG0001004	g1148.t1	g4485.t1
OG0001005	g1149.t1	g3950.t1
OG0001006	g1150.t1	g3949.t1
OG0001007	g1153.t1	g5213.t1
OG0001008	g1167.t1	g4805.t1
OG0001009	g1168.t1, g1999.t1	
OG0001010	g1176.t1	g794.t1
OG0001011	g1190.t1	g3738.t1
OG0001012	g1194.t1	g5017.t1
OG0001013	g1207.t1	g3460.t1
OG0001014	g1215.t1, g3237.t1	
OG0001015	g1217.t1, g2310.t1	
OG0001016	g1227.t1	g3249.t1
OG0001017	g1228.t1	g5370.t1
OG0001018	g1234.t1	g1553.t1
OG0001019	g1236.t1	g1605.t1
OG0001020	g1240.t1, g3432.t1	
OG0001021	g1241.t1	g2898.t1
OG0001022	g1245.t1	g5457.t1
OG0001023	g1250.t1	g3359.t1
OG0001024	g1257.t1, g1793.t1	
OG0001025	g1265.t1	g4363.t1
OG0001026	g1270.t1	g4589.t1
OG0001027	g1273.t1	g4528.t1
OG0001028	g1274.t1	g4527.t1
OG0001029	g1275.t1	g3888.t1
OG0001030	g1280.t1	g5146.t1
OG0001031	g1282.t1	g3808.t1
OG0001032	g1285.t1	g5340.t1
OG0001033	g1286.t1	g5144.t1
OG0001034	g1287.t1	g4754.t1
OG0001035	g1290.t1	g3206.t1
OG0001036	g1294.t1, g1295.t1	
OG0001037	g1302.t1	g4484.t1
OG0001038	g1303.t1	g4535.t1
OG0001039	g1304.t1	g1006.t1
OG0001040	g1305.t1	g1709.t1
OG0001041	g1316.t1	g2193.t1
OG0001042	g1317.t1	g2191.t1
OG0001043	g1318.t1	g2183.t1
OG0001044	g1319.t1	g1059.t1
OG0001045	g1321.t1	g2662.t1
OG0001046	g1324.t1	g647.t1
OG0001047	g1328.t1	g4751.t1
OG0001048	g1329.t1, g2377.t1	
OG0001049	g1330.t1	g5436.t1
OG0001050	g1331.t1	g393.t1
OG0001051	g1339.t1	g4474.t1
OG0001052	g1340.t1, g1886.t1	
OG0001053	g1357.t1	g2354.t1
OG0001054	g1369.t1	g410.t1
OG0001055	g1370.t1	g409.t1
OG0001056	g1371.t1	g408.t1
OG0001057	g1373.t1	g4849.t1
OG0001058	g1374.t1	g4847.t1
OG0001059	g1381.t1	g5422.t1
OG0001060	g1382.t1	g554.t1
OG0001061	g1384.t1	g3751.t1
OG0001062	g1385.t1	g2131.t1
OG0001063	g1387.t1, g2512.t1	
OG0001064	g1388.t1, g2511.t1	
OG0001065	g1392.t1	g5145.t1
OG0001066	g1397.t1	g17.t1
OG0001067	g1398.t1	g617.t1
OG0001068	g1399.t1	g4134.t1
OG0001069	g1402.t1	g4133.t1
OG0001070	g1406.t1	g4131.t1
OG0001071	g1407.t1, g2953.t1	
OG0001072	g1410.t1	g2626.t1
OG0001073	g1411.t1	g4550.t1
OG0001074	g1426.t1	g560.t1
OG0001075	g1427.t1	g4839.t1
OG0001076	g1433.t1	g3921.t1
OG0001077	g1435.t1	g3244.t1
OG0001078	g1437.t1	g3245.t1
OG0001079	g1438.t1	g2855.t1
OG0001080	g1439.t1	g556.t1
OG0001081	g1446.t1	g117.t1
OG0001082	g1448.t1	g2871.t1
OG0001083	g1449.t1, g2146.t1	
OG0001084	g1451.t1, g1452.t1	
OG0001085	g1455.t1	g3886.t1
OG0001086	g1466.t1	g1579.t1
OG0001087	g1470.t1	g3130.t1
OG0001088	g1472.t1	g3133.t1
OG0001089	g1475.t1	g1832.t1
OG0001090	g1476.t1	g4744.t1
OG0001091	g1489.t1, g1903.t1	
OG0001092	g1491.t1	g39.t1
OG0001093	g1496.t1	g3623.t1
OG0001094	g1508.t1, g1511.t1	
OG0001095	g1509.t1, g3430.t1	
OG0001096	g1523.t1, g1874.t1	
OG0001097	g1526.t1	g4646.t1
OG0001098	g1528.t1	g1355.t1
OG0001099	g1529.t1	g4645.t1
OG0001100	g1531.t1	g1131.t1
OG0001101	g1532.t1, g2437.t1	
OG0001102	g1534.t1	g664.t1
OG0001103	g1536.t1	g3712.t1
OG0001104	g1552.t1	g2204.t1
OG0001105	g1553.t1	g2202.t1
OG0001106	g1554.t1	g2200.t1
OG0001107	g1558.t1	g427.t1
OG0001108	g1559.t1	g508.t1
OG0001109	g1563.t1, g2613.t1	
OG0001110	g1564.t1, g2614.t1	
OG0001111	g1565.t1, g2615.t1	
OG0001112	g1574.t1	g507.t1
OG0001113	g1577.t1	g5010.t1
OG0001114	g1578.t1	g1015.t1
OG0001115	g1579.t1	g773.t1
OG0001116	g1580.t1	g4609.t1
OG0001117	g1581.t1	g4154.t1
OG0001118	g1583.t1	g4533.t1
OG0001119	g1585.t1	g5240.t1
OG0001120	g1587.t1	g5237.t1
OG0001121	g1590.t1	g5162.t1
OG0001122	g1595.t1	g657.t1
OG0001123	g1596.t1	g37.t1
OG0001124	g1597.t1	g36.t1
OG0001125	g1598.t1	g346.t1
OG0001126	g1601.t1	g1514.t1
OG0001127	g1606.t1	g4006.t1
OG0001128	g1607.t1	g4007.t1
OG0001129	g1608.t1	g5511.t1
OG0001130	g1613.t1, g2060.t1	
OG0001131	g1614.t1	g3224.t1
OG0001132	g1615.t1	g4614.t1
OG0001133	g1617.t1	g3199.t1
OG0001134	g1622.t1	g4316.t1
OG0001135	g1623.t1, g2698.t1	
OG0001136	g1626.t1	g2788.t1
OG0001137	g1627.t1	g2787.t1
OG0001138	g1628.t1	g2786.t1
OG0001139	g1633.t1, g3387.t1	
OG0001140	g1634.t1	g2785.t1
OG0001141	g1635.t1	g2784.t1
OG0001142	g1637.t1	g668.t1
OG0001143	g1638.t1	g4487.t1
OG0001144	g1643.t1	g3596.t1
OG0001145	g1644.t1	g5365.t1
OG0001146	g1661.t1, g2828.t1	
OG0001147	g1672.t1	g4220.t1
OG0001148	g1675.t1	g3961.t1
OG0001149	g1678.t1	g3148.t1
OG0001150	g1679.t1	g4854.t1
OG0001151	g1683.t1	g5274.t1
OG0001152	g1684.t1	g3810.t1
OG0001153	g1690.t1	g2603.t1
OG0001154	g1692.t1	g3261.t1
OG0001155	g1693.t1	g3260.t1
OG0001156	g1694.t1	g3241.t1
OG0001157	g1695.t1	g3225.t1
OG0001158	g1696.t1	g3872.t1
OG0001159	g1699.t1	g2116.t1
OG0001160	g1701.t1	g5489.t1
OG0001161	g1706.t1	g4429.t1
OG0001162	g1720.t1	g1806.t1
OG0001163	g1721.t1, g2596.t1	
OG0001164	g1729.t1, g3316.t1	
OG0001165	g1732.t1, g3454.t1	
OG0001166	g1746.t1, g1990.t1	
OG0001167	g1748.t1	g573.t1
OG0001168	g1750.t1	g5428.t1
OG0001169	g1752.t1	g5429.t1
OG0001170	g1761.t1	g2203.t1
OG0001171	g1790.t1	g4722.t1
