Orthogroup	Neisseria_gonorrhoeae	Salmonella_enterica
OG0000179		g1353.t1, g1917.t1, g2165.t1, g2168.t1
OG0000180		g1376.t1, g1377.t1, g1542.t1, g4035.t1
OG0000181		g1403.t1, g2867.t1, g2914.t1, g3445.t1
OG0000182		g1429.t1, g1672.t1, g2639.t1, g2924.t1
OG0000183		g1461.t1, g2181.t1, g2302.t1, g2307.t1
OG0000184		g1466.t1, g2167.t1, g3766.t1, g3988.t1
OG0000185		g1557.t1, g1651.t1, g2346.t1, g2347.t1
OG0000186		g1709.t1, g2054.t1, g2760.t1, g3016.t1
OG0000187		g1766.t1, g2401.t1, g2632.t1, g3089.t1
OG0000188		g1967.t1, g3298.t1, g3473.t1, g3480.t1
OG0000189		g2000.t1, g2257.t1, g2384.t1, g2894.t1
OG0000190		g2160.t1, g2161.t1, g2162.t1, g2645.t1
OG0000191		g2471.t1, g3454.t1, g3501.t1, g4063.t1
OG0000192		g2703.t1, g3276.t1, g3303.t1, g3559.t1
OG0000193		g2308.t1, g3839.t1, g6.t1
OG0000194		g1034.t1, g12.t1, g91.t1
OG0000195		g3507.t1, g3747.t1, g40.t1
OG0000196		g3125.t1, g52.t1, g703.t1
OG0000197		g3127.t1, g54.t1, g700.t1
OG0000198		g2899.t1, g58.t1, g580.t1
OG0000199		g1258.t1, g73.t1, g789.t1
OG0000200		g1257.t1, g74.t1, g790.t1
OG0000201		g2956.t1, g3224.t1, g82.t1
OG0000202		g1734.t1, g2698.t1, g85.t1
OG0000203		g3657.t1, g420.t1, g89.t1
OG0000204		g132.t1, g1641.t1, g1815.t1
OG0000205		g180.t1, g2254.t1, g637.t1
OG0000206		g210.t1, g2842.t1, g3719.t1
OG0000207		g221.t1, g223.t1, g3618.t1
OG0000208		g1237.t1, g238.t1, g898.t1
OG0000209		g1938.t1, g244.t1, g3754.t1
OG0000210		g1682.t1, g250.t1, g2893.t1
OG0000211		g251.t1, g3495.t1, g930.t1
OG0000212		g265.t1, g266.t1, g2910.t1
OG0000213		g2571.t1, g303.t1, g884.t1
OG0000214		g1675.t1, g330.t1, g681.t1
OG0000215		g1676.t1, g331.t1, g682.t1
OG0000216		g416.t1, g850.t1, g963.t1
OG0000217		g1548.t1, g2113.t1, g434.t1
OG0000218		g3272.t1, g3523.t1, g445.t1
OG0000219		g4057.t1, g4058.t1, g467.t1
OG0000220		g2472.t1, g3661.t1, g470.t1
OG0000221		g2865.t1, g3427.t1, g493.t1
OG0000222		g1714.t1, g3526.t1, g532.t1
OG0000223		g1713.t1, g3527.t1, g533.t1
OG0000224		g3292.t1, g3838.t1, g560.t1
OG0000225		g1541.t1, g1550.t1, g572.t1
OG0000226		g3072.t1, g3267.t1, g574.t1
OG0000227		g3025.t1, g607.t1, g608.t1
OG0000228		g2464.t1, g4040.t1, g675.t1
OG0000229		g1251.t1, g2488.t1, g696.t1
OG0000230		g1383.t1, g1883.t1, g733.t1
OG0000231		g1521.t1, g2093.t1, g735.t1
OG0000232		g3346.t1, g750.t1, g751.t1
OG0000233		g2776.t1, g3875.t1, g780.t1
OG0000234		g2185.t1, g4077.t1, g816.t1
OG0000235		g2186.t1, g4078.t1, g817.t1
OG0000236		g2079.t1, g4112.t1, g838.t1
OG0000237		g1747.t1, g846.t1, g959.t1
OG0000238		g2436.t1, g847.t1, g960.t1
OG0000239		g2434.t1, g849.t1, g962.t1
OG0000240		g2428.t1, g853.t1, g965.t1
OG0000241		g2426.t1, g854.t1, g966.t1
OG0000242		g2425.t1, g855.t1, g967.t1
OG0000243		g2424.t1, g856.t1, g968.t1
OG0000244		g2423.t1, g857.t1, g969.t1
OG0000245		g2422.t1, g858.t1, g970.t1
OG0000246		g2421.t1, g859.t1, g971.t1
OG0000247		g2420.t1, g861.t1, g974.t1
OG0000248		g2419.t1, g862.t1, g975.t1
OG0000249		g2418.t1, g863.t1, g976.t1
OG0000250		g1337.t1, g864.t1, g973.t1
OG0000251		g3012.t1, g3306.t1, g887.t1
OG0000252		g1750.t1, g2456.t1, g942.t1
OG0000253		g1014.t1, g2442.t1, g955.t1
OG0000254		g2440.t1, g2528.t1, g957.t1
OG0000255		g1158.t1, g2085.t1, g985.t1
OG0000256		g1029.t1, g2134.t1, g3024.t1
OG0000257		g1038.t1, g2097.t1, g3570.t1
OG0000258		g1042.t1, g1408.t1, g1615.t1
OG0000259		g1075.t1, g1768.t1, g2242.t1
OG0000260		g1076.t1, g3288.t1, g3462.t1
OG0000261		g1078.t1, g1163.t1, g1530.t1
OG0000262		g1135.t1, g3502.t1, g3824.t1
OG0000263		g1161.t1, g3565.t1, g3566.t1
OG0000264		g1201.t1, g2887.t1, g3359.t1
OG0000265		g1202.t1, g1604.t1, g2433.t1
OG0000266		g1205.t1, g1602.t1, g3170.t1
OG0000267		g1247.t1, g1330.t1, g2070.t1
OG0000268		g1263.t1, g3168.t1, g3615.t1
OG0000269		g1264.t1, g1265.t1, g3238.t1
OG0000270		g1296.t1, g2691.t1, g3252.t1
OG0000271		g1314.t1, g1792.t1, g2689.t1
OG0000272		g1318.t1, g1847.t1, g2684.t1
OG0000273		g1319.t1, g1849.t1, g2683.t1
OG0000274		g1320.t1, g1851.t1, g2681.t1
OG0000275		g1321.t1, g1793.t1, g2680.t1
OG0000276		g1375.t1, g2327.t1, g3343.t1
OG0000277		g1424.t1, g2648.t1, g2922.t1
OG0000278		g1426.t1, g1674.t1, g2634.t1
OG0000279		g1428.t1, g2650.t1, g2921.t1
OG0000280		g1432.t1, g1669.t1, g2928.t1
OG0000281		g1446.t1, g1877.t1, g2694.t1
OG0000282		g1496.t1, g1996.t1, g3049.t1
OG0000283		g1497.t1, g1553.t1, g3772.t1
OG0000284		g1505.t1, g3034.t1, g3540.t1
OG0000285		g1506.t1, g3035.t1, g3539.t1
OG0000286		g1509.t1, g3247.t1, g3809.t1
OG0000287		g1608.t1, g2636.t1, g3169.t1
OG0000288		g1642.t1, g2334.t1, g3174.t1
OG0000289		g1649.t1, g2314.t1, g3546.t1
OG0000290		g1764.t1, g3294.t1, g3651.t1
OG0000291		g1772.t1, g2657.t1, g2658.t1
OG0000292		g1891.t1, g1893.t1, g3242.t1
OG0000293		g1921.t1, g2180.t1, g3018.t1
OG0000294		g1951.t1, g2142.t1, g3670.t1
OG0000295		g2032.t1, g3157.t1, g3948.t1
OG0000296		g2096.t1, g3569.t1, g3984.t1
OG0000297		g2098.t1, g3571.t1, g3983.t1
OG0000298		g2150.t1, g2750.t1, g2751.t1
OG0000299		g2155.t1, g2601.t1, g3005.t1
OG0000300		g2217.t1, g2556.t1, g3080.t1
OG0000301		g2231.t1, g2805.t1, g3717.t1
OG0000302		g2286.t1, g2778.t1, g4052.t1
OG0000303		g2323.t1, g3113.t1, g3295.t1
OG0000304		g2343.t1, g3243.t1, g3515.t1
OG0000305		g2549.t1, g2828.t1, g3686.t1
OG0000306		g2561.t1, g3434.t1, g4080.t1
OG0000307		g2696.t1, g3412.t1, g4016.t1
OG0000308		g2738.t1, g2753.t1, g3631.t1
OG0000309		g2775.t1, g3076.t1, g3691.t1
OG0000310		g2852.t1, g3028.t1, g3537.t1
OG0000311		g2864.t1, g3109.t1, g3428.t1
OG0000312		g2885.t1, g3732.t1, g3740.t1
OG0000313		g2917.t1, g2965.t1, g4070.t1
OG0000314		g2946.t1, g3432.t1, g3784.t1
OG0000315		g2947.t1, g3430.t1, g3783.t1
OG0000316		g2948.t1, g3431.t1, g3782.t1
OG0000317		g3317.t1, g3318.t1, g3934.t1
OG0000318		g3360.t1, g4004.t1, g4023.t1
OG0000319		g3409.t1, g3535.t1, g3761.t1
OG0000320		g3470.t1, g3471.t1, g3481.t1
OG0000321	g1.t1	g3867.t1
OG0000322	g2.t1	g3869.t1
OG0000323	g3.t1	g3212.t1
OG0000324	g4.t1	g3199.t1
OG0000325	g5.t1	g3190.t1
OG0000326	g6.t1	g3189.t1
OG0000327		g1662.t1, g2.t1
OG0000328		g5.t1, g936.t1
OG0000329		g7.t1, g738.t1
OG0000330		g17.t1, g228.t1
OG0000331		g19.t1, g343.t1
OG0000332		g1037.t1, g27.t1
OG0000333		g1066.t1, g28.t1
OG0000334		g2259.t1, g33.t1
OG0000335		g36.t1, g3833.t1
OG0000336		g3221.t1, g46.t1
OG0000337		g49.t1, g619.t1
OG0000338		g56.t1, g582.t1
OG0000339		g57.t1, g581.t1
OG0000340		g579.t1, g59.t1
OG0000341		g578.t1, g60.t1
OG0000342		g2812.t1, g66.t1
OG0000343		g3166.t1, g67.t1
OG0000344		g1255.t1, g76.t1
OG0000345		g158.t1, g88.t1
OG0000346		g104.t1, g397.t1
OG0000347		g107.t1, g308.t1
OG0000348		g109.t1, g1156.t1
OG0000349		g113.t1, g3552.t1
OG0000350		g123.t1, g597.t1
OG0000351		g137.t1, g2341.t1
OG0000352		g139.t1, g2880.t1
OG0000353		g140.t1, g2786.t1
OG0000354		g142.t1, g869.t1
OG0000355		g149.t1, g678.t1
OG0000356		g156.t1, g609.t1
OG0000357		g157.t1, g2707.t1
OG0000358		g163.t1, g2949.t1
OG0000359		g165.t1, g297.t1
OG0000360		g174.t1, g285.t1
OG0000361		g179.t1, g2981.t1
OG0000362		g1532.t1, g184.t1
OG0000363		g1384.t1, g198.t1
OG0000364		g200.t1, g3496.t1
OG0000365		g222.t1, g995.t1
OG0000366		g241.t1, g476.t1
OG0000367		g1757.t1, g254.t1
OG0000368		g277.t1, g278.t1
OG0000369		g2568.t1, g281.t1
OG0000370		g288.t1, g589.t1
OG0000371		g290.t1, g3041.t1
OG0000372		g292.t1, g3052.t1
OG0000373		g1867.t1, g293.t1
OG0000374		g294.t1, g3282.t1
OG0000375		g1907.t1, g304.t1
OG0000376		g320.t1, g4029.t1
OG0000377		g337.t1, g3893.t1
OG0000378		g338.t1, g672.t1
OG0000379		g2312.t1, g344.t1
OG0000380		g3251.t1, g357.t1
OG0000381		g1441.t1, g373.t1
OG0000382		g376.t1, g377.t1
OG0000383		g2397.t1, g384.t1
OG0000384		g2652.t1, g387.t1
OG0000385		g3079.t1, g391.t1
OG0000386		g2402.t1, g402.t1
OG0000387		g1874.t1, g403.t1
OG0000388		g3940.t1, g407.t1
OG0000389		g3082.t1, g414.t1
OG0000390		g418.t1, g996.t1
OG0000391		g422.t1, g685.t1
OG0000392		g2391.t1, g430.t1
OG0000393		g3825.t1, g436.t1
OG0000394		g1357.t1, g439.t1
OG0000395		g3760.t1, g456.t1
OG0000396		g2705.t1, g484.t1
OG0000397		g1367.t1, g488.t1
OG0000398		g494.t1, g680.t1
OG0000399		g3237.t1, g501.t1
OG0000400		g3513.t1, g517.t1
OG0000401		g3402.t1, g528.t1
OG0000402		g3956.t1, g537.t1
OG0000403		g2576.t1, g544.t1
OG0000404		g1781.t1, g555.t1
OG0000405		g1268.t1, g557.t1
OG0000406		g4113.t1, g558.t1
OG0000407		g2827.t1, g565.t1
OG0000408		g567.t1, g893.t1
OG0000409		g2943.t1, g576.t1
OG0000410		g3708.t1, g590.t1
OG0000411		g591.t1, g730.t1
OG0000412		g601.t1, g707.t1
OG0000413		g613.t1, g615.t1
OG0000414		g614.t1, g616.t1
OG0000415		g1047.t1, g627.t1
OG0000416		g628.t1, g787.t1
OG0000417		g3946.t1, g644.t1
OG0000418		g2829.t1, g645.t1
OG0000419		g1961.t1, g668.t1
OG0000420		g3484.t1, g670.t1
OG0000421		g4039.t1, g676.t1
OG0000422		g2937.t1, g686.t1
OG0000423		g2936.t1, g687.t1
OG0000424		g3791.t1, g694.t1
OG0000425		g2919.t1, g716.t1
OG0000426		g2862.t1, g723.t1
OG0000427		g1009.t1, g728.t1
OG0000428		g3468.t1, g731.t1
OG0000429		g1704.t1, g756.t1
OG0000430		g2542.t1, g759.t1
OG0000431		g3564.t1, g804.t1
OG0000432		g1141.t1, g810.t1
OG0000433		g825.t1, g938.t1
OG0000434		g2444.t1, g829.t1
OG0000435		g841.t1, g953.t1
OG0000436		g848.t1, g961.t1
OG0000437		g851.t1, g964.t1
OG0000438		g2580.t1, g878.t1
OG0000439		g3518.t1, g886.t1
OG0000440		g2735.t1, g905.t1
OG0000441		g3241.t1, g907.t1
OG0000442		g3081.t1, g911.t1
OG0000443		g3953.t1, g931.t1
OG0000444		g2458.t1, g940.t1
OG0000445		g2457.t1, g941.t1
OG0000446		g2455.t1, g943.t1
OG0000447		g2454.t1, g944.t1
OG0000448		g2453.t1, g946.t1
OG0000449		g2450.t1, g948.t1
OG0000450		g2449.t1, g949.t1
OG0000451		g2447.t1, g951.t1
OG0000452		g2446.t1, g952.t1
OG0000453		g2416.t1, g979.t1
OG0000454		g2045.t1, g987.t1
OG0000455		g1008.t1, g990.t1
OG0000456		g1729.t1, g992.t1
OG0000457		g1730.t1, g993.t1
OG0000458		g1006.t1, g2474.t1
OG0000459		g1032.t1, g2157.t1
OG0000460		g1036.t1, g4021.t1
OG0000461		g1050.t1, g3111.t1
OG0000462		g1052.t1, g3781.t1
OG0000463		g1070.t1, g1514.t1
OG0000464		g1071.t1, g3380.t1
OG0000465		g1072.t1, g3567.t1
OG0000466		g1077.t1, g1513.t1
OG0000467		g1101.t1, g3422.t1
OG0000468		g1104.t1, g3143.t1
OG0000469		g1106.t1, g3408.t1
OG0000470		g1108.t1, g3144.t1
OG0000471		g1115.t1, g2674.t1
OG0000472		g1116.t1, g2220.t1
OG0000473		g1117.t1, g3650.t1
OG0000474		g1121.t1, g3711.t1
OG0000475		g1128.t1, g2025.t1
OG0000476		g1131.t1, g1341.t1
OG0000477		g1136.t1, g1138.t1
OG0000478		g1178.t1, g1691.t1
OG0000479		g1181.t1, g1680.t1
OG0000480		g1197.t1, g2854.t1
OG0000481		g1206.t1, g1678.t1
OG0000482		g1215.t1, g3790.t1
OG0000483		g1216.t1, g1819.t1
OG0000484		g1223.t1, g4001.t1
OG0000485		g1267.t1, g2133.t1
OG0000486		g1272.t1, g1274.t1
OG0000487		g1276.t1, g2774.t1
OG0000488		g1278.t1, g1279.t1
OG0000489		g1280.t1, g1767.t1
OG0000490		g1283.t1, g3310.t1
OG0000491		g1304.t1, g2679.t1
OG0000492		g1310.t1, g2664.t1
OG0000493		g1322.t1, g1878.t1
OG0000494		g1329.t1, g3785.t1
OG0000495		g1334.t1, g2995.t1
OG0000496		g1346.t1, g2271.t1
OG0000497		g1349.t1, g2891.t1
OG0000498		g1350.t1, g1355.t1
OG0000499		g1387.t1, g2024.t1
OG0000500		g1407.t1, g3355.t1
OG0000501		g1409.t1, g2624.t1
OG0000502		g1410.t1, g2953.t1
OG0000503		g1416.t1, g1634.t1
OG0000504		g1427.t1, g1673.t1
OG0000505		g1430.t1, g1671.t1
OG0000506		g1463.t1, g3763.t1
OG0000507		g1465.t1, g3765.t1
OG0000508		g1472.t1, g1648.t1
OG0000509		g1473.t1, g1647.t1
OG0000510		g1475.t1, g1645.t1
OG0000511		g1476.t1, g1644.t1
OG0000512		g1485.t1, g3149.t1
OG0000513		g1512.t1, g3453.t1
OG0000514		g1520.t1, g2809.t1
OG0000515		g1533.t1, g3606.t1
OG0000516		g1545.t1, g3689.t1
OG0000517		g1547.t1, g2228.t1
OG0000518		g1549.t1, g3232.t1
OG0000519		g1588.t1, g4062.t1
OG0000520		g1637.t1, g2598.t1
OG0000521		g1679.t1, g3364.t1
OG0000522		g1685.t1, g3952.t1
OG0000523		g1690.t1, g2971.t1
OG0000524		g1698.t1, g2012.t1
OG0000525		g1703.t1, g2985.t1
OG0000526		g1731.t1, g3175.t1
OG0000527		g1738.t1, g2545.t1
OG0000528		g1742.t1, g1751.t1
OG0000529		g1763.t1, g3586.t1
OG0000530		g1770.t1, g2655.t1
OG0000531		g1805.t1, g3352.t1
OG0000532		g1809.t1, g1812.t1
OG0000533		g1814.t1, g3054.t1
OG0000534		g1830.t1, g2572.t1
OG0000535		g1837.t1, g3339.t1
OG0000536		g1850.t1, g2682.t1
OG0000537		g1868.t1, g3943.t1
OG0000538		g1871.t1, g2566.t1
OG0000539		g1876.t1, g3703.t1
OG0000540		g1901.t1, g3816.t1
OG0000541		g1903.t1, g2292.t1
OG0000542		g1905.t1, g1908.t1
OG0000543		g1913.t1, g2300.t1
OG0000544		g1919.t1, g2306.t1
OG0000545		g1920.t1, g2305.t1
OG0000546		g1940.t1, g1941.t1
OG0000547		g1944.t1, g3666.t1
OG0000548		g1946.t1, g1964.t1
OG0000549		g1948.t1, g1966.t1
OG0000550		g1974.t1, g3478.t1
OG0000551		g1983.t1, g3862.t1
OG0000552		g2001.t1, g3797.t1
OG0000553		g2014.t1, g2015.t1
OG0000554		g2039.t1, g3974.t1
OG0000555		g2040.t1, g3975.t1
OG0000556		g2067.t1, g4032.t1
OG0000557		g2099.t1, g3572.t1
OG0000558		g2100.t1, g3573.t1
OG0000559		g2101.t1, g3574.t1
OG0000560		g2102.t1, g3575.t1
OG0000561		g2104.t1, g3580.t1
OG0000562		g2119.t1, g2951.t1
OG0000563		g2124.t1, g2606.t1
OG0000564		g2125.t1, g2607.t1
OG0000565		g2129.t1, g3315.t1
OG0000566		g2131.t1, g3289.t1
OG0000567		g2166.t1, g2644.t1
OG0000568		g2171.t1, g2641.t1
OG0000569		g2199.t1, g2711.t1
OG0000570		g2203.t1, g2799.t1
OG0000571		g2252.t1, g2253.t1
OG0000572		g2263.t1, g3497.t1
OG0000573		g2280.t1, g3793.t1
OG0000574		g2311.t1, g2962.t1
OG0000575		g2317.t1, g3849.t1
OG0000576		g2336.t1, g3659.t1
OG0000577		g2344.t1, g2345.t1
OG0000578		g2374.t1, g4061.t1
OG0000579		g2376.t1, g4096.t1
OG0000580		g2381.t1, g2810.t1
OG0000581		g2479.t1, g3165.t1
OG0000582		g2484.t1, g3095.t1
OG0000583		g2495.t1, g3332.t1
OG0000584		g2501.t1, g3510.t1
OG0000585		g2506.t1, g3964.t1
OG0000586		g2509.t1, g3963.t1
OG0000587		g2510.t1, g3913.t1
OG0000588		g2511.t1, g3915.t1
OG0000589		g2512.t1, g3916.t1
OG0000590		g2514.t1, g3918.t1
OG0000591		g2515.t1, g3919.t1
OG0000592		g2516.t1, g2573.t1
OG0000593		g2520.t1, g3907.t1
OG0000594		g2521.t1, g3908.t1
OG0000595		g2522.t1, g3909.t1
OG0000596		g2523.t1, g3912.t1
OG0000597		g2541.t1, g3248.t1
OG0000598		g2557.t1, g2626.t1
OG0000599		g2558.t1, g2628.t1
OG0000600		g2559.t1, g2627.t1
OG0000601		g2660.t1, g2811.t1
OG0000602		g2712.t1, g3713.t1
OG0000603		g2725.t1, g2736.t1
OG0000604		g2746.t1, g3500.t1
OG0000605		g2761.t1, g3729.t1
OG0000606		g2764.t1, g3549.t1
OG0000607		g2779.t1, g3851.t1
OG0000608		g2819.t1, g4013.t1
OG0000609		g2835.t1, g3532.t1
OG0000610		g2938.t1, g3829.t1
OG0000611		g2958.t1, g3593.t1
OG0000612		g2964.t1, g4069.t1
OG0000613		g2970.t1, g3727.t1
OG0000614		g3033.t1, g3541.t1
OG0000615		g3219.t1, g4089.t1
OG0000616		g3278.t1, g3297.t1
OG0000617		g3283.t1, g3284.t1
OG0000618		g3319.t1, g3935.t1
OG0000619		g3326.t1, g3328.t1
OG0000620		g3344.t1, g3605.t1
OG0000621		g3404.t1, g3890.t1
OG0000622		g3413.t1, g4015.t1
OG0000623		g3435.t1, g4081.t1
OG0000624		g3442.t1, g3525.t1
OG0000625		g3476.t1, g3477.t1
OG0000626		g3607.t1, g3971.t1
OG0000627		g3768.t1, g3769.t1
